DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2015-09-25 09:29:55",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = ' Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",127,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:30:46",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = ' Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",127,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:40:18",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = ' Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",128,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:40:56",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = ' Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",128,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:44:12",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = ' Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",130,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 13:58:54",DEBUG,DB,"UPDATE categories SET name = 'Lục địa mu' WHERE id = 1;",59,"C:\wamp\www\forum\modules\update.php"
"2015-09-25 13:59:49",DEBUG,DB,"UPDATE messages SET subject = 'bai 1 2', body = ' gfvsmg' WHERE id =2;",130,"C:\wamp\www\forum\modules\update.php"
"2015-09-25 14:00:18",DEBUG,DB,"UPDATE messages SET subject = 'qw', body = 'ngoc ' WHERE id =14;",130,"C:\wamp\www\forum\modules\update.php"
"2015-09-25 14:05:00",DEBUG,DB,"UPDATE forums SET name = 'Sự kiện Mu Online Việt Nam' , description = 'Các sự kiện nguyên bản Game MU Online và các sự kiện do chính các ðiều hành game phát triển và tổ chức cho các game thủ ' WHERE id = 2;",92,"C:\wamp\www\forum\modules\update.php"
"2015-09-26 08:51:09",DEBUG,DB,"UPDATE messages SET subject = 'eeeegtg', body = ' eewtwtge' WHERE id =29;",130,"C:\wamp\www\forum\modules\update.php"
"2015-09-26 14:49:25",DEBUG,DB,"UPDATE forums SET name = 'gg' , description = 'gggg' WHERE id = 24;",96,"C:\wamp\www\forum\admin\update.php"
"2015-09-26 14:58:10",DEBUG,DB,"UPDATE messages SET subject = '131', body = ' 3131kjbkjb vcb' WHERE id =41;",134,"C:\wamp\www\forum\admin\update.php"
"2015-09-26 15:00:04",DEBUG,DB,"UPDATE messages SET subject = 'ggrg', body = ' gg' WHERE id =35;",134,"C:\wamp\www\forum\admin\update.php"
"2015-09-26 15:01:22",DEBUG,DB,"UPDATE messages SET subject = 'ggrg', body = ' gg' WHERE id =35;",134,"C:\wamp\www\forum\admin\update.php"
"2015-09-26 15:01:26",DEBUG,DB,"UPDATE messages SET subject = 'ggrg', body = ' ggbergegr' WHERE id =35;",134,"C:\wamp\www\forum\admin\update.php"
"2015-09-29 18:45:33",DEBUG,DB,"UPDATE messages SET subject = 'Gegg', body = ' gggdsds' WHERE id =68;",134,"C:\wamp\www\forum\admin\update.php"
